,tag,title,comment,src
5714,태그없음,나 진짜 너무 감동이야서 눈물나와 ㅠㅠㅠㅠㅠ,화해해서 좋다니 다행이긴 한데 애인 전에 태도 진짜 별로다 어케 참아준거야,인티
5715,이별,아침에 일어날 때 혹시라도 연락 와 있을까봐,입맛없어도 잘챙겨먹거 밖에 자주나가고 힘내ㅠ,인티
5716,잡담,어플계로 다시 들어가려니 참,나는 올해는 절대 안 하려고 하는 중,펨코
5717,잡담,여자만나기엔 동아리가 젤 좋은듯,테마파크 알바ㄱㄱㄱ,펨코
5718,태그없음,애인 일때문에 일찍자는데,헐 나도 그런 적 있어!! 괜히 서운햌ㅋㅋㅋㅋ,인티
5719,태그없음,옷 잘입는 짝남 만날 때 뭐입어야 될까 ㅎㅎ,걍 여성스럽게 입으면 그옆에 어떤 스타일의 남자가 있어도 다잘어울림,인티
5720,태그없음,질질 끌지 말고 진작 헤어질걸,얼마나 끌었는데???,인티
5721,태그없음,사랑은 하는데 상대가 나한테 바라는게 부담스러울때,넌 네가 사랑받는 연애를 할 필요가 있어보임,인티
5722,태그없음,나 만나는 남자 다 살찜 ㅋㅋㅋ,나는 또 많이 못먹어서 외식해도 내가 0.7인분 나머지 다 남친이 먹어서 남친만 찜 ㅋㅋ,인티
5723,태그없음,원래 연애 초반엔 대화 소재 좀 부족해?,나도 그럼ㅋㅋㅋㄱㅋㄱ 근데 대화 시동 걸면 계속 이야기함,인티
5724,태그없음,연인간끼리 의지하는거 싫어하는 사람도 있어?,나 그냥 성향이 그럼,인티
5725,태그없음,ENTP들아 너희는 한번 이별을 말하면 미련없어?,사바사 아닐까 일단 난 미련없긴해,인티
5726,질문,카톡프사말고 배경??거기에 하트는 남자친구있는걸까요??,상관없음,펨코
5727,태그없음,ENFJ 그만 다정해,근데 마냥 다정하고 배려해준다고 생각하면 안돼 그거 다 참고 말안하는거야,인티
5728,태그없음,연애하고싶은데 주변에 남자가 없어,어플은 ㄴㄴ 여 많아,인티
5729,이별,소개팅에서 까였는데,친구로는 좋아하는 듯? 어장 칠 거였으면 남자로 안 보인다고는 말 안하지,펨코
5730,태그없음,애인의 전애인 때문에 스트레스받는데 내가 나쁜걸까,당연히 스트레스지,인티
5731,태그없음,내가 선 긋는 말들을 너무 했는데 만나보고 싶어,미안했던 부분은 미안하다 말하고,인티
5732,연애중,7개월차면 연애초반은 아닌가?,사바사지만 내 기준 초반,인티
5733,태그없음,진짜 연애할 상대는 운명으로 다 만나는거야?,오히려 쓰레기 걸릴 가능성이 높음 사람 많이만나봐야해,인티
5734,질문,번따 어디서 많이 되나요,스트릿 카페,펨코
5735,기타,주변의 이성들이 죄다 나를 떠보고 가볍게 생각한다면 솔직히 내탓도 크지?,너무 만만해서?,인티
5736,태그없음,지금 내 연애가 너무 좋아서 자랑하고 싶어성,달다구리하네 ㅎㅎㅎ,인티
5737,잡담,여자분 중에서도 사진빨 안받는분 ㄹㅇ 있다는게 신기,저도 사진보다 실물평가가 후함,펨코
5738,이별,ISFP는 이별하면 후회 잘 안하지??,ㅇㅇ 그러더라,인티
5739,태그없음,운전 한손으로 하는사람 많아?,엄청 많아 ㅋㅋㅋㅋㅋ,인티
5740,잡담,난 무조건 유쌍이 좋음,무쌍도 눈 크면 이쁘지 드물긴 하지만,펨코
5741,잡담,아 썸녀 만나고 싶다,허상이 아니라 진행중이었네,펨코
5742,잡담,요즘들어 인스타스토리 부계로 눈팅하는 계정이 보입니다,너를 좋아하는 짝녀인가보네,펨코
5743,잡담,허허 내일이 발렌타인데이인데,오우 내일 성대하게 준비하셔야겠네요,펨코
5744,연애중,자취하는데 맨날 혼자 술먹는 남자 이유가 뭘까,취준 스트레스가 심한가보다 그냥 안묻는게 나을듯,인티
5745,태그없음,주말에 다들 데이트 뭐 할 예정이야?,우린 부동산데이트 집보러다닌다ㅋㅋㅋㅋ큨큐ㅠㅠ,인티
5746,태그없음,연애보다 썸을 더 좋아하는 사람들은 무슨 심리라구 생각해??,내가그래 ㅠㅠ 여행가기 전이나 소풍가기전날이 그 설레임이 더 즐거운 그 심리 아닐까? 이미 여행중이면 끝나가는 느낌 ㅠ 끝이 보이는 느낌?,인티
5747,연애중,애인 자취방에서 같이 잤는데 코 곤거같아 ㅠㅠ 어떡해,별 일 아냐ㅋㅋㅋ 난 내 코골이 남친이 녹음해놨어,인티
5748,이별,난 오히려 마지막에 매달리고 자기맘 솔직하게 다 얘기한 ₩청자₩들이 부럽다,나도 그래서 오늘 할말 다했어ㅠㅠ후회안함 나중가서는 아예 못할거같애서,인티
5749,태그없음,지금 애인한테 내가 엄청 들이대고 고백도 내가 하고 애인도 고민하다가 받아준거란 말야,놀부심보는아니지 서로 조심하고 있을수도? 하나씩 해봐바 보고싶어 정도 부터?,인티
5750,태그없음,나 이제 곧 22살 모솔이다,난 곧 24살 모솔ㅎ,인티
5751,태그없음,바람난 애인 어떻게 잊었어 다들?,걍 쓰레기가 걸러졌구나 위안삼는수밖에없더라 시간이 답,인티
5752,태그없음,사귄지 한달만에 헤어지려는데 전화로할까 만나서할까,전화로,인티
5753,태그없음,누군가랑 헤어지고나서 왜 이렇게 미련이 많이 남을까,₩화자₩ 혹시 MBTI가 뭔데?,인티
5754,이별,연락하고 싶어,해 그럼,인티
5755,태그없음,내가 이 사람을 친구로 좋아하는건지 이성으로 좋아하는건지 어떻게 알 수 있을까??,다른 이성이랑 있을 때 질투나는 게 찐이더라,인티
5756,태그없음,짝남이 너 예뻐 이러는데 뭐라고 답장해 ? ㅜㅜㅜㅜ,너 닮아서 그래,인티
5757,연애중,인프제 애인 진짜 어렵다,나도 그랬었는데 천천히 너가 걔한테 스며들게 해봐바,인티
5758,연애중,애인이랑 어제 엄청 싸웠는데 오늘 보자마자 그냥 키스해버렸음,화끈하네,인티
5759,태그없음,애인 잘생겨서 막 자랑 하고 싶음,한두번정도는 괜찮아 대신 계속 보여주진 말자,인티
5760,잡담,누나남친이 나 계속 만나고싶다는데 부담됨,롤 마스터라 그런가봄,펨코
5761,태그없음,헤어지기 직전까지 싸웠을 때 다들 어떻게 풀었어?,"그냥 마지막이라 생각하고 서로 얘기하고,, 붙잡고싶으니까 붙잡고",인티
5762,태그없음,진짜 관심그닥인 사람하고 연락하니까 시간개념이 없어지네,ㅋㅋㅋㅋㅋㅋㅋ ㄹㅇ 노관심 이성이랑 하면 걍 친구 답장처럼 의무 느낌,인티
5763,연애중,애인 술먹고 말 많아지면 다 들어줘?ㅋㅋㅋ,나는 종종 있는데 요즘은 좀 지쳐서 ㅋㅋㅋㅋ 대충대충 대답만 해줌,인티
5764,태그없음,집에서 출발할 때 연락안하는거 나만 화나? ㅜㅜ,나도 화나 ㅎㅎ 너무너무너무 화나  수업 마쳤냐고 물어보면 집에 도착했다 이런것두 ,인티
5765,태그없음,돌싱들이 더 연애에 목말라있는 것 같은데 이유가 뭘까?,나에게 문제가 없다를 본인 스스로에게 인정받고싶어서?,인티
5766,이별,헤어졌는데 새해 문자 한 ₩청자₩들 있어?,나 어제 보냈는데 답장 안 왔어ㅜ,인티
5767,태그없음,애인이 나랑 헤어지고 전애인이랑 다시 만나면 어때?,자존심 깎임ㅋㅋㅋㅋㅋㅋㅋ 진짜 웃음만나올듯 내 자신이 비참해지고 진짜,인티
5768,태그없음,20대후반 커플링 가격대 어느정도가 적당해???,웅 나 얼마전에 세트로 70주고 맞췄어,인티
5769,태그없음,모솔₩화자₩ 연애하고 싶어여,하면 되징,인티
5770,이별,즐거웠어요 연바~,다음에는 더 이쁜사랑하시길,펨코
5771,이별,오늘 만나고 왔는데,나도 4년만난 여친이랑 해어졌었는데 그래도 시간이 지나니까 괜찮아지더라 지금은 생각안나 그냥 잊는게 답이다 더 좋은 사람만날 수 있다,펨코
5772,태그없음,예쁜 애들은 어장 안당하지??,당하던디,인티
5773,태그없음,아 혼자우니까 서럽다,ㅠㅠㅠㅠㅠㅠ 그 기분 안다 ㅠㅠ,인티
5774,잡담,선넘은 드립이였는데 다행히 썸녀가 너무 좋아한다,이게 썸이지,펨코
5775,잡담,연애 시작하면 여사친이랑 멀어진다 생각하니 좀 그렇네 ㅋㅋ,애인입장에서 이성과 그런다고 생각하면 열불날듯ㅋㅋㅋ,펨코
5776,태그없음,좋아하는 사람 생기면 국룰,ㅇㅈ 나 인스타 잘 안 하는 타입인데 썸탈때만 스토리 올림,인티
5777,태그없음,애인이 데이트전날 술을 마셔,그건 애인 아니라 친구여도 서운한데,인티
5778,이별,카톡 탈퇴하고 지웠어 ㅎㅎ,잘했고 수고했어,인티
5779,썸,상대가 자기랑 연애하면 지겨울거래,전 애인한테 지겹다는 말 듣고 차였나? 진짜 지겨워서 헤어지게 될까 봐 그러는 건지 아니면 거절을 돌려 말하는 건지 대놓고 물어보고 싶다,인티
5780,태그없음,얘들아 나 전애인한케 연락하기 일보직전임,헤어진지얼마나됐어?,인티
5781,태그없음,사친 사이에 애교 부려?,왜 부림 진짜 사친이면 안 부림;,인티
5782,이별,갑자기 왜 비활탔지ㅠㅠ,차단 아냐?,인티
5783,이별,오늘도 꿈에나왔고 또 눈 뜨자마자 힘드네,얼마나 됐는뎅?,인티
5784,잡담,;저 자신을 좀 더 사랑해보려고 합니다,한층 성장하신 게 느껴지고 다음에 누군가를 만나면 분명 좋은 사랑을 하실 수 있을 거라 생각합니다 화이팅입니다,펨코
5785,태그없음,애인생일때 헤이리 마을 가려는데 갈만해 ??????,가봤는데 그냥저냥 나는 별로긴 했어 좀 예전 감성이었다고 해야하나,인티
5786,태그없음,애인 담배 피는거 뭐라하는거 오지랖이야?,웅 건들지마셈 그냥 난 이래서 아예 흡연자를 안만남,인티
5787,잡담,여자친구 보고싶다,태어는 났을까,펨코
5788,태그없음,자존감 낮은 사람 만나면 진짜로 어때?,진심 답답함,인티
5789,잡담,난 썸 망했다가 지금 잘된 케이스인데 좀 신기함,썸을 살렸네,펨코
5790,잡담,본인 토토로 고양이 버스 닮았다는 말 들음,고양이버스 상이 꽤 있나 내 지인중에도 있는데ㅋㅋㅋ,펨코
5791,태그없음,사친 관련은 진짜 의견차이가 다르면 좁혀질수가 없는듯,나너 바람 필 애는 사친 못만나게 해도 어떻게든 핀다,인티
5792,잡담,요즘 마라탕이 너무 좋음,난 마라탕 매워서 잘 못먹겟더라 ㅠ,펨코
5793,연애중,하 사친문제로 싸웠는데ㅋㅋ걍 헤어질까봐,아니 애인 있는데 개인연락을 왜함? 왜받아줌?,인티
5794,태그없음,남자 여우짓은 뭐 있어?,제일 흔한거 손크기재보기 술자리에서 초코우유나 아이스크림 사주기 모닝콜 굳이 해주거나 부탁하기 옷빌려주기,인티
5795,질문,카톡 답장 너무 느리면 답없는거 맞쥬?,잤을수도 있쥬,펨코
5796,태그없음,사귀다 감정 생기기도 해? (조언 좀,그런 마음이면 정리하는게 낫지,인티
5797,연애중,₩청자₩들 둘다 집에서 놀때 답장텀 얼마정도돼??,난 오히려 느림 2시간 정도,인티
5798,잡담,새해 기념 간단하게 선물할만한 거 없을까?,핸드크림?,펨코
5799,잡담,깨달음을 얻고나니 근거없는 고백은 지양하게됨,발전했네요,펨코
5800,잡담,여자는 진짜 친구랑 좋아하는 사람 구분을 확실하게 하는 편이지??,확실히 하는걸 좋아하는 사람들이라면 그렇게 하겠지,펨코
5801,짝,나 너한테 관심있어 라는건 고백임?,고백이라기보다 그냥 친구는 아니고 이성적으로 본다?,인티
5802,이별,연락 한 번이 안 오네,바뀌고 새애인 만나자,인티
5803,연애중,진심 불안형이었는데 좀 고쳐지는듯,좋은 쪽으로 나아가고 있는 것 같아서 다행이야,인티
5804,태그없음,잇프피가 선톡하면 호감이야?,음 사람 대 사람으로서의 호감은 확실해!,인티
5805,태그없음,얘들아 근데 자만추의 장점이 뭐야??,인위적인 모습이아니고 진짜 말그대로 자연스레만나는게 장점이지,인티
5806,잡담,헤어진지 8개월 된 전 여친한테 연락함 ㅋㅋㅋ,? ㅋㅋㄱㄱㅋㅋ,펨코
5807,잡담,간단한 남자 선물 추천,무선 이어폰 쓰면 케이스 이쁜거??,펨코
5808,잡담,아 맞다 여친이랑 둘이 같이 MBTI도 봤음,그거 같은 성향이면 더 좋은거임? 연인이나 부부관계에서?,펨코
5809,이별,헤어짐은 익숙해지지가 않는다,헤어짐이 익숙하다면 그건 감정이 메말랐을 때 아닐까요,펨코
5810,태그없음,다들 애인을 좋아하게 된 계기가 뭐야?,첨엔 겉모습 보고 오 ㄱㅊ네 했는데,인티
5811,태그없음,원래 배그할 땐 카톡 보기 힘들어?,넹 썸 직전이면 더더욱 볼 이유가 없지,인티
5812,태그없음,1년이면 오래 사귄건가?,난 짧다 생각,인티
5813,기타,우리 이제 만나고 데이트 같은거 해도 되는거야?ㅠ 헷갈림,저 정도 얘기해봤으면 더 당기지말고 상대 반응 기다려봐,인티
5814,연애중,애인이랑 나 둘 다 운동하는데커플링 맞추지 말까?,우린 그래도 했어!! 나도 수영하고 남친 헬스하는데,인티
5815,태그없음,헤어질까?,너가 먼저 차,인티
5816,태그없음,승무원들이 인기 많긴 한갑다,근데 진짜 공항가면 승무원 언니들 너무 이쁨,인티
5817,잡담,사람마다 맞춰주는게 맞는건가 싶음,오히려 유연한 것이 장점인 자신의 모습을 나쁜 것이라 치부하고 고치는 게 더 안좋아보임,펨코
5818,태그없음,집에서 무뚝뚝한 ₩청자₩들이 애인 앞에선 애교쟁이여?,완전ㅋㅋㅋㅋㅋ 그래서 부모님 앞에서 통화 못해,인티
5819,잡담,철 지난 꽃은 이내 떠나고,님이 쓴 문장임 ?,펨코
5820,태그없음,애인이 야한 ASMR 듣는거 알면 헤어져?,헤어지는 건 아닌데 좀 팍식,인티
5821,태그없음,나도 나같은 이성 만나고 싶음,헉 나랑 만나자,인티
5822,이별,공허할때 어떻게이겨내?,그 공허함이 익숙해지는 순간이 올때까지 참는거지,인티
5823,잡담,좋아하는 사람과 같이 있다가 헤어지면 참 외롭네요,같이 있다고 외로움이 해소되지는 않는다,펨코
5824,이별,이별 1일차 잠도 못자서 속 울렁거린다 ㅋㅋㅋㅋ,괜찮아 울고 싶을만큼 울어도 돼 다 털어버려야 나중에 탈 안 나,인티
5825,이별,계속 싸워서 감정의 골이 깊어진 경우에는 어떻게 해야해 도와줘 ,아닌건 아닌거고 끝난건 끝난거야,인티
5826,태그없음,사친이 애인 생겼으면 인스타 스토리 답장하면 안되겠지?,"나도 연락 안 하다가 친구가 한 번 안부 연락, DM 답장 하길래 나도 적당한 선에서 가~~끔 선 안 넘는선에서 연락했어!",인티
5827,이별,이런 소리 들으면 나중에 연락도 안 오지?,가끔 오던데,펨코
5828,태그없음,"첫연애,첫이별 생각해보면 진짜 힘들지않아?",그러게  진짜 살쭉쭉빠지고 울기만했었엇지 ,인티
